2025-04-05, 1001, Laura Herrera DNI 33114523, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-10-04, 5318, Pedro Ruiz DNI 14805491, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-10-02, 5319, Diego Mendez DNI 16416247, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-04-12, 5320, Sofia Diaz DNI 36264135, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-07-21, 5321, Ana Perez DNI 28619129, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-09-04, 5322, Sofia Ruiz DNI 29408837, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-01-22, 5323, Ana Ruiz DNI 37332248, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-02-28, 5324, Marcos Fernandez DNI 13806185, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-09-02, 5325, Laura Gomez DNI 38370623, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-06-20, 5326, Laura Mendez DNI 44228495, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-07-27, 5327, Sofia Gomez DNI 26643367, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-09-05, 5328, Pedro Gomez DNI 20463537, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-21, 5329, Valentina Gomez DNI 40928728, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-03-22, 5330, Laura Fernandez DNI 48120464, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-09-06, 5331, Valentina Herrera DNI 32711642, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-11-09, 5332, Juan Fernandez DNI 33182257, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-03-28, 5333, Diego Gomez DNI 12729301, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-06-06, 5334, Ana Diaz DNI 41955221, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-01-16, 5335, Ana Lopez DNI 37644952, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-10-16, 5336, Laura Gomez DNI 44846940, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-04-03, 5337, Marcos Sosa DNI 31080709, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-03, 5338, Juan Lopez DNI 24089218, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-02-14, 5339, Ana Lopez DNI 46203290, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-11-05, 5340, Juan Perez DNI 16022298, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-09-16, 5341, Sofia Perez DNI 26350946, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-05-23, 5342, Marcos Mendez DNI 11372410, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-12-12, 5343, Diego Gomez DNI 21307562, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-03-21, 5344, Juan Fernandez DNI 16216063, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-08-27, 5345, Lucia Lopez DNI 31489058, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-12-04, 5346, Pedro Mendez DNI 11384863, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-25, 5347, Juan Gomez DNI 25048060, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-07-15, 5348, Laura Diaz DNI 48747809, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-11-10, 5349, Diego Ruiz DNI 44633826, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-01-23, 5350, Carlos Mendez DNI 20138879, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-12-25, 5351, Valentina Sosa DNI 16043440, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-04-16, 5352, Sofia Perez DNI 13257612, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-09-02, 5353, Lucia Ruiz DNI 28012278, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-10-04, 5354, Lucia Mendez DNI 14691476, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-02-08, 5355, Carlos Herrera DNI 14803570, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-10-18, 5356, Sofia Mendez DNI 27120987, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-05-07, 5357, Laura Mendez DNI 17528533, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-06-20, 5358, Juan Mendez DNI 25764207, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-04-14, 5359, Ana Torres DNI 25324849, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-07-08, 5360, Lucia Sosa DNI 41724013, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-11-22, 5361, Laura Torres DNI 15331241, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-09-20, 5362, Sofia Herrera DNI 14886138, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-03-24, 5363, Juan Herrera DNI 31800324, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-06-04, 5364, Valentina Perez DNI 45237434, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-07-05, 5365, Juan Torres DNI 24247548, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-02-07, 5366, Marcos Gomez DNI 13530975, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-03-07, 5367, Valentina Sosa DNI 33849892, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-07-24, 5368, Valentina Herrera DNI 27526729, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-09-20, 5369, Valentina Gomez DNI 28573317, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-08-22, 5370, Laura Gomez DNI 18653969, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-11-16, 5371, Pedro Sosa DNI 33420043, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-02-03, 5372, Juan Lopez DNI 23495879, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-11-19, 5373, Diego Lopez DNI 25261081, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-04-21, 5374, Sofia Diaz DNI 38552173, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-05-28, 5375, Juan Sosa DNI 49223858, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-08-24, 5376, Laura Torres DNI 49383101, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-01-16, 5377, Pedro Mendez DNI 16997814, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-01-09, 5378, Ana Herrera DNI 10347013, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-05-01, 5379, Laura Torres DNI 43968752, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-11-14, 5380, Marcos Ruiz DNI 23927910, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-07-15, 5381, Pedro Sosa DNI 25970098, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-01-21, 5382, Ana Herrera DNI 37995394, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-05-26, 5383, Pedro Perez DNI 22157814, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-08-19, 5384, Marcos Mendez DNI 46538788, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-05-21, 5385, Lucia Sosa DNI 28942601, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-06-18, 5386, Sofia Mendez DNI 29215021, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-10-25, 5387, Carlos Gomez DNI 25635312, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-12-24, 5388, Pedro Fernandez DNI 48188566, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-08-11, 5389, Pedro Mendez DNI 48479181, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-11-07, 5390, Lucia Lopez DNI 49134097, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-07-23, 5391, Lucia Sosa DNI 11317182, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-04-14, 5392, Juan Perez DNI 41266256, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-06-11, 5393, Diego Ruiz DNI 45239216, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-09-16, 5394, Laura Lopez DNI 44774087, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-11-05, 5395, Diego Perez DNI 21520089, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-06-18, 5396, Lucia Ruiz DNI 21491503, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-11-09, 5397, Ana Diaz DNI 16229556, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-09-10, 5398, Valentina Ruiz DNI 32560854, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-11-25, 5399, Pedro Herrera DNI 19608650, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-02-10, 5400, Marcos Lopez DNI 19596111, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-07-08, 5401, Diego Ruiz DNI 39202298, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-06-23, 5402, Lucia Fernandez DNI 33544382, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-01-23, 5403, Laura Herrera DNI 26378957, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-09-27, 5404, Marcos Torres DNI 47729058, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-12-15, 5405, Laura Lopez DNI 34851505, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-12-19, 5406, Valentina Torres DNI 37652632, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-10-23, 5407, Laura Lopez DNI 23276555, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-05-04, 5408, Valentina Diaz DNI 28445735, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-09-20, 5409, Ana Ruiz DNI 25939230, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-06-06, 5410, Diego Sosa DNI 11977061, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-06-05, 5411, Sofia Sosa DNI 35556604, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-10-22, 5412, Carlos Perez DNI 44562365, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-10-24, 5413, Carlos Fernandez DNI 36388305, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-06-15, 5414, Diego Sosa DNI 23199977, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-02-01, 5415, Ana Herrera DNI 25555812, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-09-19, 5416, Sofia Herrera DNI 31006619, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-11-09, 5417, Carlos Herrera DNI 14785263, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-07-24, 5418, Ana Mendez DNI 29701689, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-01-16, 5419, Valentina Gomez DNI 25604205, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-12-25, 5420, Carlos Sosa DNI 23869541, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-07-01, 5421, Juan Gomez DNI 15581603, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-06-04, 5422, Juan Lopez DNI 47222497, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-09-08, 5423, Juan Mendez DNI 23317098, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-09-11, 5424, Sofia Herrera DNI 21932773, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-06-25, 5425, Valentina Diaz DNI 44320679, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-06-05, 5426, Marcos Fernandez DNI 30045860, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-20, 5427, Valentina Torres DNI 16487860, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-07-03, 5428, Pedro Perez DNI 26948699, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-11-18, 5429, Valentina Diaz DNI 49784568, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-03-10, 5430, Marcos Torres DNI 34922471, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-11-07, 5431, Diego Mendez DNI 29680294, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-11-27, 5432, Valentina Gomez DNI 18360442, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-09-07, 5433, Ana Diaz DNI 38849952, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-01-08, 5434, Laura Ruiz DNI 20550325, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-03-27, 5435, Diego Herrera DNI 33918652, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-04-13, 5436, Sofia Fernandez DNI 15644920, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-09-20, 5437, Carlos Mendez DNI 40735140, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-10-14, 5438, Juan Mendez DNI 36528232, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-07-25, 5439, Lucia Lopez DNI 17471696, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-12-02, 5440, Marcos Sosa DNI 41756873, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-04-02, 5441, Carlos Ruiz DNI 41296661, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-10-28, 5442, Carlos Perez DNI 10516458, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-03-05, 5443, Juan Fernandez DNI 47675005, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-12-11, 5444, Laura Herrera DNI 14585074, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-03-25, 5445, Marcos Torres DNI 19461769, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-01-22, 5446, Pedro Perez DNI 22660220, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-05-17, 5447, Juan Torres DNI 25623373, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-07-08, 5448, Juan Sosa DNI 47860434, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-07-04, 5449, Carlos Mendez DNI 22326043, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-04-13, 5450, Diego Diaz DNI 34102065, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-12-16, 5451, Valentina Torres DNI 28073645, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-11-24, 5452, Carlos Sosa DNI 31976327, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-11-23, 5453, Juan Torres DNI 20770591, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-11-21, 5454, Valentina Sosa DNI 46238118, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-04-05, 5455, Valentina Herrera DNI 42171630, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-05-20, 5456, Sofia Torres DNI 48069525, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-11-20, 5457, Laura Herrera DNI 23206561, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-09-17, 5458, Marcos Torres DNI 37108942, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-02-24, 5459, Diego Sosa DNI 22332948, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-04-11, 5460, Sofia Herrera DNI 22372537, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-03-09, 5461, Juan Diaz DNI 22953436, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-12-09, 5462, Carlos Torres DNI 49106350, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-09-27, 5463, Diego Ruiz DNI 20979094, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-04-04, 5464, Juan Torres DNI 12829210, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-09-03, 5465, Diego Diaz DNI 12013792, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-01-05, 5466, Diego Torres DNI 22898270, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-07-21, 5467, Pedro Ruiz DNI 24335490, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-06-18, 5468, Pedro Lopez DNI 18276064, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-10-13, 5469, Laura Diaz DNI 19705261, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-04-17, 5470, Ana Herrera DNI 18455964, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-11-24, 5471, Marcos Mendez DNI 33692656, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-10-04, 5472, Pedro Herrera DNI 13347718, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-07-28, 5473, Ana Perez DNI 10404764, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-10-26, 5474, Juan Herrera DNI 22142095, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-11-19, 5475, Valentina Torres DNI 17877460, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-10-28, 5476, Ana Sosa DNI 27001394, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-07-08, 5477, Diego Diaz DNI 37203153, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-04-20, 5478, Valentina Perez DNI 19929776, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-03-23, 5479, Pedro Fernandez DNI 25994571, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-10-27, 5480, Laura Lopez DNI 36562785, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-05-16, 5481, Juan Mendez DNI 27198068, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-04-06, 5482, Diego Torres DNI 30474090, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-03-13, 5483, Juan Torres DNI 20710308, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-08-02, 5484, Ana Perez DNI 31326322, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-12-26, 5485, Diego Sosa DNI 31567224, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-12-17, 5486, Juan Fernandez DNI 23637506, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-10-15, 5487, Ana Fernandez DNI 46453176, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-04-09, 5488, Laura Torres DNI 48788053, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-05-21, 5489, Ana Ruiz DNI 17182210, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-14, 5490, Diego Herrera DNI 13524621, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-02-18, 5491, Valentina Fernandez DNI 17123039, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-08-03, 5492, Ana Mendez DNI 24674389, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-08-18, 5493, Juan Ruiz DNI 14038381, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-06-16, 5494, Laura Gomez DNI 34318355, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-07-24, 5495, Juan Ruiz DNI 23337865, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-02-27, 5496, Diego Torres DNI 36744972, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-07-18, 5497, Valentina Fernandez DNI 46037743, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-12-18, 5498, Laura Gomez DNI 11806154, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-07-22, 5499, Juan Fernandez DNI 20607853, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-05-20, 5500, Juan Perez DNI 40882540, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-07-16, 5501, Sofia Diaz DNI 44477667, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-05-01, 5502, Valentina Gomez DNI 26653045, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-07-07, 5503, Carlos Herrera DNI 27460458, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-01-18, 5504, Carlos Mendez DNI 49836531, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-09-03, 5505, Ana Sosa DNI 24214186, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-11-02, 5506, Valentina Diaz DNI 25498852, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-10-20, 5507, Pedro Sosa DNI 41050352, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-03-24, 5508, Juan Fernandez DNI 16606192, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-04-28, 5509, Juan Torres DNI 31037751, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-06-24, 5510, Marcos Ruiz DNI 12770958, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-08-28, 5511, Valentina Torres DNI 35952929, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-02-18, 5512, Pedro Gomez DNI 20300025, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-06-09, 5513, Juan Gomez DNI 34501167, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-03-21, 5514, Carlos Sosa DNI 28735313, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-06-20, 5515, Valentina Herrera DNI 19478913, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-07-14, 5516, Sofia Fernandez DNI 24650871, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-10, 5517, Diego Gomez DNI 16342451, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-06-03, 5518, Lucia Lopez DNI 22541138, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-08-19, 5519, Diego Lopez DNI 14440015, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-01-11, 5520, Carlos Ruiz DNI 33076048, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-05-13, 5521, Lucia Gomez DNI 40921795, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-07-01, 5522, Carlos Ruiz DNI 17583096, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-10-24, 5523, Pedro Torres DNI 26472055, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-12-25, 5524, Lucia Diaz DNI 32586171, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-07-10, 5525, Sofia Fernandez DNI 33869894, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-12-24, 5526, Pedro Fernandez DNI 33009931, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-03-13, 5527, Valentina Sosa DNI 38689581, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-08-17, 5528, Juan Gomez DNI 40743721, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-03-05, 5529, Juan Herrera DNI 49816754, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-06-13, 5530, Carlos Ruiz DNI 36990195, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-05-01, 5531, Diego Ruiz DNI 14209312, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-02-17, 5532, Ana Sosa DNI 20224600, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-07-08, 5533, Marcos Diaz DNI 17367630, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-02-25, 5534, Sofia Lopez DNI 40770580, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-09-07, 5535, Valentina Perez DNI 42129233, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-07-08, 5536, Ana Gomez DNI 13789051, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-08-09, 5537, Juan Sosa DNI 31962648, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-12-28, 5538, Pedro Gomez DNI 49045325, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-10-26, 5539, Juan Mendez DNI 37347206, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-01-24, 5540, Laura Mendez DNI 19214989, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-12-03, 5541, Valentina Torres DNI 23148367, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-03-15, 5542, Sofia Lopez DNI 29704599, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-02-24, 5543, Laura Ruiz DNI 31137895, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-07-09, 5544, Carlos Gomez DNI 45114300, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-08-17, 5545, Lucia Ruiz DNI 34465174, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-08-24, 5546, Laura Mendez DNI 30528195, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-10-18, 5547, Valentina Herrera DNI 21532973, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-10-27, 5548, Laura Fernandez DNI 10754552, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-11-20, 5549, Pedro Perez DNI 11100601, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-09-28, 5550, Laura Perez DNI 20899669, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-07-10, 5551, Diego Torres DNI 40692473, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-02-23, 5552, Laura Ruiz DNI 23493540, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-03-07, 5553, Ana Herrera DNI 15210776, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-10-21, 5554, Ana Herrera DNI 34139525, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-09-28, 5555, Juan Fernandez DNI 27002832, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-08-23, 5556, Juan Lopez DNI 40095069, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-02-19, 5557, Sofia Gomez DNI 28696487, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-07-21, 5558, Diego Lopez DNI 44563805, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-07-24, 5559, Laura Gomez DNI 28868392, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-12-12, 5560, Sofia Diaz DNI 23044335, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-09-25, 5561, Juan Gomez DNI 19541142, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-01-24, 5562, Valentina Ruiz DNI 40431605, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-09-05, 5563, Marcos Diaz DNI 20603431, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-07-05, 5564, Marcos Sosa DNI 15513183, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-10-15, 5565, Valentina Diaz DNI 11620251, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-10-21, 5566, Ana Diaz DNI 15259090, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-07-28, 5567, Laura Herrera DNI 41363313, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-11-18, 5568, Pedro Lopez DNI 14521626, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-08-26, 5569, Ana Ruiz DNI 43762384, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-09-08, 5570, Ana Lopez DNI 16242277, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-03-08, 5571, Carlos Diaz DNI 43051684, SUITE, Miguel Torcuato, 10, 300000, ALTA
